Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
41919,17-May-23,Technical Skills,External,Incomplete,Hayesport,Kimberly Martin,3,791.99
41920,13-Mar-23,Communication Skills,Internal,Failed,Alyssaview,Paul Davis,1,707.96
41921,22-Apr-23,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51
41922,31-Mar-23,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
41923,14-Jun-23,Project Management,Internal,Failed,Lake Henryton,Louis Fox,4,867.03
41924,25-Mar-23,Project Management,Internal,Incomplete,Larsonborough,Whitney Morgan DVM,2,673.29
41925,09-May-23,Customer Service,External,Failed,Ginaton,Michael Bailey,2,960.4
41926,18-Jan-23,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61
41927,29-Apr-23,Leadership Development,Internal,Passed,Port Emilyhaven,Kimberly Choi,2,227.51
41928,04-Apr-23,Communication Skills,External,Failed,New Tinafurt,Jessica King,1,684.45
41929,13-Jul-23,Technical Skills,External,Completed,Farleychester,Linda Strong,3,674.14
41930,25-Mar-23,Leadership Development,External,Incomplete,Lake Jenniferhaven,Aaron Reed,2,423.71
41931,22-Jun-23,Technical Skills,External,Incomplete,West Matthew,William Alvarez,1,753.69
41932,15-May-23,Leadership Development,Internal,Passed,Wallacemouth,Rachel Moore,5,223.34
41933,25-Jun-23,Customer Service,External,Passed,Lake Jennifer,April Harris,5,184.63
41934,14-Mar-23,Leadership Development,Internal,Completed,North Rebeccamouth,Michael Romero,5,445.28
41935,10-Nov-22,Project Management,Internal,Passed,Davismouth,Ashley Ball,2,656.68
41936,25-Apr-23,Communication Skills,External,Completed,Jenniferbury,Mandy Dunn,3,838.65
41937,02-Mar-23,Technical Skills,External,Incomplete,Bauerland,Thomas Martinez,4,106.88
41938,17-Nov-22,Customer Service,Internal,Passed,Brittanyport,Jordan Wilson,4,470.24
41939,02-Oct-22,Communication Skills,External,Completed,Josebury,Joseph Faulkner,3,242.21
41940,02-Feb-23,Leadership Development,External,Completed,East Sarahstad,Alisha Petersen,4,152.66
41941,11-Jun-23,Technical Skills,External,Passed,Port Justinchester,Kathleen Martin,4,641.68
41942,15-Apr-23,Technical Skills,External,Completed,West Christina,Pamela Acosta,5,979.98
41943,07-Jun-23,Leadership Development,External,Incomplete,Port Jason,Marissa Harris,5,144.66
41944,12-Jan-23,Customer Service,External,Passed,Rachelbury,Rachel Juarez,5,341.94
41945,17-Dec-22,Leadership Development,External,Completed,West Jessicatown,Morgan Thomas,3,295.4
41946,24-Nov-22,Communication Skills,Internal,Failed,Swansonton,Arthur Morales,4,809.02
41947,03-Aug-23,Project Management,Internal,Completed,Stacyhaven,Linda Moore,1,183.85
41948,28-Nov-22,Communication Skills,Internal,Incomplete,New William,Joy Meyers,1,659.25
41949,11-Nov-22,Technical Skills,Internal,Failed,Hawkinsshire,John Alexander,4,839.86
41950,24-Jul-23,Customer Service,External,Incomplete,Port Jorge,Derek Wilson,3,730.86
41951,06-Mar-23,Technical Skills,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22
41952,23-Aug-22,Project Management,Internal,Passed,New Morganshire,Cynthia Bailey,1,134.05
41953,06-Jun-23,Project Management,External,Passed,Adamsmouth,Brendan Robles,4,261.13
41954,19-May-23,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46
41955,28-Feb-23,Customer Service,External,Completed,North Margaretton,George Hopkins,2,829.08
41956,07-Nov-22,Leadership Development,External,Failed,New Cynthia,Kristin Terry,5,429.48
41957,22-Apr-23,Technical Skills,External,Completed,Robinsonmouth,Monica Johnson,1,983.77
41958,15-Aug-22,Communication Skills,Internal,Completed,Cruzmouth,Cheyenne Rice,4,371.27
41959,20-Dec-22,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
41960,09-Feb-23,Technical Skills,External,Incomplete,North Allisonland,Rebecca Mack,1,681.23
41961,31-Dec-22,Technical Skills,External,Incomplete,Mcguireside,Anthony Obrien,4,767.51
41962,15-Dec-22,Project Management,Internal,Completed,Danielleburgh,Dana Martin,2,285.83
41963,23-Aug-22,Project Management,External,Failed,South Paul,Jacqueline Thornton,4,323.12
41964,23-Jul-23,Project Management,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59
41965,19-Aug-22,Customer Service,Internal,Passed,Barajasside,Jessica Cunningham,5,283.57
41966,16-Apr-23,Customer Service,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46
41967,05-Mar-23,Communication Skills,External,Passed,Clarkfort,Michael Gray,2,694.27
41968,08-Jan-23,Project Management,External,Failed,Zacharytown,John Ward,4,492.2
41969,03-Feb-23,Leadership Development,Internal,Passed,Davisbury,Dennis Robbins,1,125.34
41970,28-Aug-22,Customer Service,Internal,Completed,Garrettbury,Tim Hicks Jr.,2,316.38
41971,13-Dec-22,Technical Skills,External,Incomplete,Batesburgh,Rebecca Wall,3,304.35
41972,07-Dec-22,Technical Skills,External,Completed,New Jackie,Cynthia Bradley,3,482.23
41973,26-Feb-23,Technical Skills,External,Passed,New Jamesport,Karen Ramos MD,5,757.78
41974,08-Jul-23,Technical Skills,Internal,Failed,Lake Jaredstad,Stephen West,3,784.22
41975,28-Feb-23,Communication Skills,External,Passed,Hufffort,Antonio Baker,1,943.91
41976,15-Sep-22,Communication Skills,Internal,Passed,North Jeanette,Carlos Finley,5,936.77
41977,25-Sep-22,Technical Skills,External,Incomplete,Alexandriachester,Adam Robinson,5,778.25
41978,23-Oct-22,Leadership Development,Internal,Incomplete,New Troyshire,Patricia Simpson,1,189.64
41979,09-Nov-22,Technical Skills,External,Incomplete,Fernandezborough,Rachel Foster,4,730.04
41980,30-Apr-23,Communication Skills,External,Completed,New Reneefurt,Emily Tate,1,635.71
41981,11-Jul-23,Customer Service,External,Incomplete,New Mia,David Nash,1,124.77
41982,10-Aug-22,Communication Skills,Internal,Completed,Danielchester,Mary Galloway,2,994.81
41983,14-Oct-22,Communication Skills,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
41984,19-Aug-22,Communication Skills,Internal,Incomplete,Sandersside,Kristin Watson,4,631.98
41985,30-Oct-22,Project Management,External,Incomplete,Arthurmouth,Linda Carter,5,797.05
41986,15-Feb-23,Customer Service,Internal,Completed,North Sheila,Gina White,3,692.71
41987,28-Jul-23,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
41988,29-Aug-22,Customer Service,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94
41989,17-Jun-23,Leadership Development,Internal,Incomplete,Lake Veronicabury,Monica Fox,2,754.8
41990,02-Feb-23,Project Management,External,Completed,East Taylor,Jesse Sullivan,5,398.65
41991,27-Oct-22,Communication Skills,Internal,Incomplete,Rochaton,Stephanie Zamora,1,686.34
41992,11-Apr-23,Project Management,External,Passed,Millerport,Gabriella Salazar,5,792.46
41993,27-Mar-23,Leadership Development,Internal,Completed,Calvinfurt,Ian Bennett,4,712.43
41994,26-Mar-23,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9
41995,14-Jul-23,Project Management,External,Completed,Ryanmouth,Andre Wu,2,879.64
41996,23-Jul-23,Project Management,External,Failed,Port Lisaburgh,Lori Mckee,3,442.39
41997,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
41998,18-Mar-23,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21
41999,06-Oct-22,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07
42000,27-Sep-22,Customer Service,External,Completed,Port Jack,David Reilly,2,668.1
42001,29-Nov-22,Customer Service,Internal,Failed,Robertfurt,Jennifer Turner MD,3,460.59
42002,20-Feb-23,Project Management,Internal,Failed,Sabrinaport,Benjamin Rogers,4,237.14
42003,28-Jul-23,Communication Skills,External,Incomplete,West Vincent,Andrew Burton,4,349.75
42004,31-Oct-22,Project Management,Internal,Incomplete,New Christopherchester,Michele Harding,4,214.12
42005,18-Feb-23,Technical Skills,External,Incomplete,Mcmahonton,Charles Farrell,5,170.62
42006,31-Mar-23,Customer Service,Internal,Completed,Riggsstad,Daniel Ross,5,923.23
42007,31-Oct-22,Project Management,Internal,Passed,New Derrick,Elizabeth Powell,2,255.6
42008,01-Jan-23,Communication Skills,External,Failed,Jaimeville,Amanda Sanders,4,479.0
42009,11-Aug-22,Communication Skills,Internal,Passed,Franklinfurt,Angela Mitchell,2,242.55
42010,19-Sep-22,Communication Skills,External,Passed,Port Chris,Christian Ramsey,3,449.84
42011,10-May-23,Technical Skills,Internal,Incomplete,Heatherview,Ryan Crawford,5,197.34
42012,30-Jun-23,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92
42013,15-May-23,Project Management,External,Failed,Lindseystad,William Paul,1,131.98
42014,18-Apr-23,Technical Skills,External,Completed,Jessebury,Alexander Harris,5,372.55
42015,07-Nov-22,Leadership Development,External,Failed,Lake Nancyshire,Susan Myers,2,137.96
42016,11-Feb-23,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45
42017,21-Mar-23,Customer Service,Internal,Incomplete,Larahaven,Rebecca Smith,3,501.5
42018,14-Oct-22,Project Management,External,Completed,East Vincentstad,Kyle Horton,5,466.81
42019,10-Oct-22,Communication Skills,External,Completed,Cruztown,Richard Rodriguez,3,701.83
42020,09-Oct-22,Project Management,Internal,Incomplete,West Christina,Jerry Ortiz,5,997.89
42021,03-Aug-23,Leadership Development,External,Failed,North Ryan,Glenn Jensen,5,453.86
42022,24-Oct-22,Customer Service,External,Failed,Port Timview,Alyssa Lowe,3,668.59
42023,07-Mar-23,Communication Skills,Internal,Incomplete,Washingtonchester,Andrew Prince,1,227.13
42024,25-Sep-22,Communication Skills,Internal,Completed,East Charleneberg,Jeffrey Robinson,3,433.67
42025,26-Jul-23,Leadership Development,Internal,Passed,North John,Lindsay Butler,1,312.91
42026,19-Jan-23,Leadership Development,External,Passed,North Josephbury,Neil Miller,5,587.25
42027,22-Apr-23,Leadership Development,External,Failed,Drakeborough,Nicholas Scott,1,854.54
42028,02-Jan-23,Project Management,External,Failed,West William,Jason Gallegos,3,808.05
42029,12-Feb-23,Project Management,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23
42030,23-Apr-23,Project Management,External,Incomplete,Munozborough,Reginald Turner,4,175.5
42031,01-Apr-23,Communication Skills,Internal,Incomplete,Johnborough,Kevin Robinson,2,374.13
42032,29-Jan-23,Project Management,Internal,Passed,South Aaron,Elizabeth Russell,3,684.64
42033,23-Apr-23,Technical Skills,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63
42034,01-Mar-23,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12
42035,13-Mar-23,Project Management,Internal,Completed,West Mark,Todd Hansen,5,534.28
42036,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95
42037,23-Feb-23,Communication Skills,External,Passed,Wrightfort,Robin Morgan,3,734.77
42038,16-May-23,Communication Skills,Internal,Incomplete,Kempmouth,Ms. Jeanette Webster DDS,4,557.68
42039,06-Sep-22,Technical Skills,Internal,Incomplete,Stevenston,Gregory Wells,3,958.29
42040,06-Aug-22,Leadership Development,External,Passed,Hubbardtown,Judith Ramsey,3,489.29
42041,12-Feb-23,Communication Skills,External,Completed,Elizabethbury,Tiffany Cox,4,510.69
42042,15-Aug-22,Technical Skills,Internal,Failed,New Amy,Margaret Padilla,1,942.72
42043,12-Jun-23,Communication Skills,External,Failed,Michaelville,Chris Beasley,4,403.0
42044,01-May-23,Technical Skills,Internal,Incomplete,Port Codyshire,Tracie Hicks,2,734.87
42045,21-Jan-23,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
42046,19-Sep-22,Project Management,External,Failed,South Rhondaburgh,Brittany Munoz,3,284.61
42047,18-Jul-23,Customer Service,External,Passed,Lake Andrea,Joseph Steele,3,226.92
42048,20-Apr-23,Technical Skills,Internal,Completed,Johnsonport,Justin Murphy,4,580.82
42049,10-Jan-23,Project Management,External,Passed,Danielport,Ronald Shaw,5,753.01
42050,05-Dec-22,Communication Skills,External,Failed,West Steve,Robert Kennedy,5,848.76
42051,29-Aug-22,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94
42052,24-May-23,Communication Skills,External,Incomplete,Lake Lindaburgh,Angela Simmons,1,826.31
42053,28-Jun-23,Communication Skills,Internal,Incomplete,East Arthurtown,Brendan Francis,2,542.94
42054,08-Jul-23,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18
42055,25-Dec-22,Technical Skills,Internal,Incomplete,North Carriefurt,Mr. Philip Sullivan,1,787.98
42056,12-Feb-23,Technical Skills,Internal,Passed,Priceside,Andrew Phillips,3,647.25
42057,25-Sep-22,Communication Skills,Internal,Failed,New Joseton,Kimberly Atkinson,2,187.85
42058,22-Apr-23,Technical Skills,Internal,Completed,Mcintyrechester,Dominique Gordon,2,119.24
42059,28-Jul-23,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
42060,11-Apr-23,Customer Service,Internal,Failed,Fullerstad,Miguel Villarreal,5,733.63
42061,16-Jun-23,Customer Service,Internal,Completed,South Matthewhaven,Mr. Dustin Miranda MD,5,329.65
42062,20-Nov-22,Leadership Development,Internal,Completed,South Brent,Alicia Moore,1,314.51
42063,01-Aug-23,Communication Skills,External,Failed,East Loriberg,Nicole Kelley,3,201.83
42064,15-Feb-23,Project Management,Internal,Failed,New Matthew,Ryan Gray,4,932.34
42065,25-Sep-22,Communication Skills,Internal,Completed,Randallport,Kyle Davis,3,934.92
42066,26-Nov-22,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85
42067,29-Mar-23,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42
42068,06-Dec-22,Leadership Development,External,Incomplete,New Jordan,Pamela Rodriguez,4,770.23
42069,22-Dec-22,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
42070,06-Jan-23,Customer Service,External,Completed,Danielside,Travis Cummings,5,263.21
42071,12-Feb-23,Technical Skills,Internal,Passed,Priceside,Andrew Phillips,3,647.25
42072,13-Feb-23,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
42073,11-Oct-22,Customer Service,External,Incomplete,Laneshire,Mrs. Amy Riley,4,775.32
42074,03-Jul-23,Project Management,External,Incomplete,Bridgesside,Brian Murphy,1,721.83
42075,03-Jan-23,Customer Service,External,Passed,Youngbury,Jared Mcclain,4,136.15
42076,26-Mar-23,Leadership Development,External,Completed,Yangland,Anthony Cannon,1,718.38
42077,23-Apr-23,Leadership Development,External,Failed,North Baileyport,Jason Salas,1,183.88
42078,01-Dec-22,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06
42079,21-Nov-22,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62
42080,13-Jul-23,Customer Service,External,Passed,New Deborahshire,Jason Garcia,2,144.74
42081,06-May-23,Customer Service,External,Completed,West Danielmouth,Melissa Marshall,3,969.03
42082,19-Jun-23,Communication Skills,External,Passed,Chapmanfurt,Loretta Hunter,3,243.07
42083,01-Apr-23,Leadership Development,External,Passed,West Benjamin,Laura Snyder,4,301.15
42084,23-Oct-22,Project Management,Internal,Failed,East Amanda,Andrew Herrera,4,649.23
42085,05-Jun-23,Leadership Development,Internal,Completed,South Nicholasbury,Dustin Smith,5,205.24
42086,29-Mar-23,Project Management,External,Failed,Port Kristopherfurt,Matthew Ramirez,2,796.88
42087,19-Nov-22,Customer Service,External,Failed,Wilsonmouth,Andrea Barker,5,149.65
42088,09-Oct-22,Project Management,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
42089,09-May-23,Project Management,External,Failed,Nguyentown,Michelle Salas,2,939.86
42090,09-Mar-23,Communication Skills,Internal,Passed,North Lauramouth,David Velazquez,3,310.41
42091,30-Aug-22,Project Management,External,Completed,Estradahaven,Daniel Harrison,1,474.36
42092,20-Feb-23,Project Management,Internal,Failed,Sabrinaport,Benjamin Rogers,4,237.14
42093,02-Jul-23,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
42094,02-Jan-23,Technical Skills,External,Passed,South Johnmouth,Carl Cooper,1,949.46
42095,08-Apr-23,Communication Skills,Internal,Failed,Amyberg,Mariah Larsen,5,565.78
42096,17-May-23,Technical Skills,External,Incomplete,Jasonview,Christine Stein,4,100.17
42097,21-Jul-23,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41
42098,06-Feb-23,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77
42099,15-Oct-22,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5
42100,28-Sep-22,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95
42101,14-Apr-23,Project Management,External,Incomplete,Eddiemouth,Dr. Christina Dickerson,3,164.22
42102,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58
42103,15-Apr-23,Communication Skills,Internal,Completed,Vanessamouth,Melissa Shah,5,411.52
42104,22-May-23,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92
42105,21-Feb-23,Communication Skills,Internal,Passed,Jameschester,Jose Gates,5,162.46
42106,21-Aug-22,Technical Skills,Internal,Completed,East Keithside,Alexander Bradley,1,505.6
42107,27-Jan-23,Leadership Development,Internal,Completed,West David,David Maldonado,2,784.93
42108,17-Sep-22,Project Management,External,Incomplete,East Andrew,Maurice Green,1,892.56
42109,15-Jun-23,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79
42110,20-Nov-22,Leadership Development,Internal,Incomplete,East William,William Hensley,4,637.86
42111,11-Aug-22,Communication Skills,Internal,Incomplete,New Caitlynburgh,Susan Compton,2,322.33
42112,02-Apr-23,Customer Service,Internal,Completed,West Jessica,Bobby Stuart,3,145.13
42113,03-Dec-22,Customer Service,Internal,Completed,New Taylorhaven,Heather Jones,3,337.52
42114,06-Jul-23,Project Management,Internal,Completed,East Louis,Derrick Wallace,1,562.06
42115,20-Jun-23,Communication Skills,Internal,Completed,Roseberg,Brandy Allison,4,764.43
42116,12-Feb-23,Project Management,External,Passed,Mcclurebury,Patricia Hernandez,4,993.68
42117,03-Apr-23,Communication Skills,External,Completed,New Courtney,William Dunn,4,919.1
42118,18-Jul-23,Leadership Development,Internal,Failed,East Kevinstad,Jason Moore,2,615.28
42119,27-May-23,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97
42120,06-Aug-22,Leadership Development,External,Passed,Hubbardtown,Judith Ramsey,3,489.29
42121,28-Dec-22,Communication Skills,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
42122,09-Dec-22,Customer Service,External,Completed,East Michaelside,Stephanie Bruce,5,307.13
42123,31-May-23,Customer Service,Internal,Passed,New Reginabury,Patrick Maddox,2,779.08
42124,17-Jul-23,Communication Skills,Internal,Passed,New Ernest,William Davis,2,602.7
42125,24-Apr-23,Communication Skills,Internal,Completed,Port Johnville,Daniel Morris,1,709.79
42126,10-Aug-22,Technical Skills,Internal,Completed,Duarteside,Crystal Brown,4,199.55
42127,28-Nov-22,Technical Skills,Internal,Failed,South Ian,Heather Hahn,4,387.35
42128,02-Nov-22,Leadership Development,Internal,Completed,Port Joshua,Jodi Lyons,5,938.63
42129,16-Mar-23,Communication Skills,Internal,Incomplete,Kimberlyshire,Megan Aguilar,3,134.92
42130,30-Nov-22,Project Management,External,Passed,Duncanland,Lisa Mitchell,2,866.63
42131,04-Apr-23,Project Management,Internal,Incomplete,Perryhaven,Oscar Rodriguez,1,968.2
42132,31-May-23,Technical Skills,Internal,Passed,Nicoleshire,Lori Brown,4,355.34
42133,11-Oct-22,Technical Skills,Internal,Passed,Aliciahaven,Matthew Alvarado,3,373.87
42134,29-Dec-22,Leadership Development,Internal,Incomplete,Port Christopherton,Marcus Harris,3,906.45
42135,10-Aug-22,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
42136,21-Nov-22,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62
42137,18-Dec-22,Project Management,Internal,Passed,Lisaland,Ana Lane,2,399.97
42138,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0
42139,13-Apr-23,Leadership Development,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
42140,28-Jan-23,Communication Skills,Internal,Passed,Bishopbury,Maria Barrett,5,142.21
42141,04-Jan-23,Leadership Development,Internal,Completed,Port Troyton,Wayne Morgan,1,897.62
42142,13-Apr-23,Project Management,External,Passed,Port Janice,Meghan Romero,5,886.07
42143,11-May-23,Communication Skills,Internal,Failed,Amymouth,Tracy Watson,4,628.77
42144,07-Feb-23,Customer Service,Internal,Incomplete,Port Zachary,William Leonard,2,512.02
42145,09-Dec-22,Technical Skills,Internal,Incomplete,Taylorview,Lauren Miller,1,109.33
42146,16-Jan-23,Communication Skills,External,Failed,Denisehaven,Alyssa White,2,342.26
42147,11-Dec-22,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48
42148,24-Oct-22,Communication Skills,Internal,Completed,New Ryan,Luis Greer,2,485.17
42149,28-Feb-23,Communication Skills,Internal,Completed,New Caroline,Jeffrey Marshall,5,355.3
42150,27-Nov-22,Technical Skills,Internal,Failed,Carolinemouth,Taylor Barron,5,702.84
42151,24-Dec-22,Leadership Development,Internal,Passed,Thompsonmouth,Alexis Ryan,2,578.66
42152,29-Aug-22,Communication Skills,External,Incomplete,North Samanthamouth,Bryan Young,2,864.5
42153,10-Oct-22,Technical Skills,External,Completed,South Tyler,Brad Hogan,5,894.59
42154,01-Dec-22,Technical Skills,Internal,Completed,Robertsmouth,Robert Johnson,5,712.84
42155,24-Oct-22,Project Management,Internal,Incomplete,New Judithside,Patrick Jones,5,176.6
42156,05-Feb-23,Project Management,Internal,Completed,Amberborough,Teresa Reilly,4,585.84
42157,17-Aug-22,Customer Service,Internal,Incomplete,Edwardsside,Diane Freeman,5,244.22
42158,13-Sep-22,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97
42159,25-Jul-23,Customer Service,Internal,Incomplete,Blakeview,Sandra Ferrell,2,449.35
42160,05-Jul-23,Project Management,External,Failed,Joshuaberg,Alejandro Newman,1,429.89
42161,23-Dec-22,Leadership Development,Internal,Completed,Younghaven,Rhonda Ramirez,4,290.99
42162,10-Dec-22,Customer Service,Internal,Failed,Ponceville,Theresa Mcclure,4,664.5
42163,19-Jul-23,Leadership Development,Internal,Failed,Brandonview,Brittany Chambers,2,582.37
42164,07-Jan-23,Communication Skills,Internal,Completed,North Benjaminside,Kenneth Miller,2,443.46
42165,21-Nov-22,Project Management,Internal,Completed,Adamborough,Emily Gonzalez,4,444.22
42166,01-Sep-22,Leadership Development,Internal,Failed,Stephentown,Joe Garcia,4,506.18
42167,24-Apr-23,Customer Service,External,Incomplete,Greenehaven,Daniel Barton,3,157.78
42168,02-May-23,Project Management,Internal,Incomplete,Jacobsshire,Andrew Hansen,5,693.8
42169,20-May-23,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
42170,21-Jan-23,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
42171,09-Jan-23,Leadership Development,External,Incomplete,Port Cynthia,Thomas Baker,4,485.44
42172,14-Oct-22,Communication Skills,Internal,Incomplete,Masonstad,Justin Bonilla,2,614.06
42173,10-Nov-22,Project Management,External,Completed,Vazquezbury,Cody Wheeler,5,872.29
42174,10-Apr-23,Technical Skills,Internal,Failed,Elizabethchester,Kenneth Williams,4,927.48
42175,02-Nov-22,Technical Skills,Internal,Completed,Thomaston,Richard Ramos,2,933.2
42176,16-Mar-23,Technical Skills,Internal,Incomplete,Port Jenniferside,Mr. Mike Rivera,4,746.93
42177,05-Jul-23,Project Management,Internal,Incomplete,Lake Katelyn,Elizabeth Allen,3,878.11
42178,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
42179,19-Oct-22,Technical Skills,Internal,Completed,Higginsport,Joshua Brewer,4,435.18
42180,01-Sep-22,Communication Skills,External,Failed,Kelseyfurt,Jennifer Henderson,1,193.51
42181,04-Jun-23,Project Management,External,Failed,Baldwinport,Ian Martin,3,303.01
42182,06-Feb-23,Communication Skills,External,Completed,Moodyborough,Amanda Black,1,232.39
42183,15-Oct-22,Project Management,External,Passed,Carlosland,James Evans,3,801.31
42184,26-Jan-23,Technical Skills,Internal,Failed,West Lisafort,Isaac Burke,2,231.28
42185,02-Jul-23,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
42186,22-Aug-22,Project Management,External,Passed,New Richard,Joshua Kennedy,5,303.44
42187,13-Dec-22,Customer Service,External,Failed,East Victoria,Lindsay Parker,4,383.95
42188,26-May-23,Project Management,External,Incomplete,Williamview,Jessica Turner,3,231.65
42189,27-Mar-23,Leadership Development,Internal,Completed,Calvinfurt,Ian Bennett,4,712.43
42190,02-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
42191,08-Sep-22,Communication Skills,Internal,Completed,North Stephanieton,Kelsey Garcia,4,751.86
42192,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
42193,12-May-23,Customer Service,Internal,Passed,Angelafurt,Christian Abbott,2,675.02
42194,25-May-23,Customer Service,External,Passed,Lake Michael,Chelsea Davis,4,418.08
42195,23-Oct-22,Leadership Development,Internal,Incomplete,New Troyshire,Patricia Simpson,1,189.64
42196,06-Jul-23,Technical Skills,Internal,Failed,East Jason,Autumn Harris,3,638.7
42197,19-Jul-23,Technical Skills,Internal,Incomplete,Frankside,David Flores,1,160.81
42198,27-Nov-22,Project Management,Internal,Passed,Smithland,James Phelps,2,606.63
42199,28-Sep-22,Customer Service,External,Failed,Lake Johnny,Ricky Mora,3,390.96
42200,14-Feb-23,Communication Skills,Internal,Completed,Michaelfort,Jacob Lee,4,107.48
42201,25-Dec-22,Leadership Development,Internal,Failed,Brownhaven,Sharon Matthews,4,364.41
42202,20-Apr-23,Technical Skills,External,Incomplete,Jessicaside,Laura Hammond,4,830.45
42203,14-Feb-23,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95
42204,20-Oct-22,Communication Skills,Internal,Passed,Christopherside,Brandon Mccarty,5,605.84
42205,03-Jun-23,Technical Skills,External,Failed,South Lance,Stephanie Haney,4,858.8
42206,12-Oct-22,Customer Service,External,Passed,Sparksshire,Michael Frazier,1,147.08
42207,19-May-23,Leadership Development,Internal,Passed,Port John,Logan Nelson,4,849.77
42208,19-May-23,Customer Service,Internal,Incomplete,Aguirreland,Brenda Martinez,4,881.71
42209,10-Jul-23,Customer Service,Internal,Completed,New Codyview,Erin Keller DVM,5,419.79
42210,14-Jan-23,Customer Service,External,Incomplete,Larryshire,Marissa Mcintyre,1,464.49
42211,27-Oct-22,Communication Skills,External,Incomplete,East Rebekah,Brittany Trevino,1,980.78
42212,25-Feb-23,Technical Skills,Internal,Passed,Debramouth,Alan Hall,5,575.1
42213,03-Jul-23,Communication Skills,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
42214,09-Mar-23,Technical Skills,External,Completed,Mayburgh,Margaret Cox,2,279.38
42215,12-Dec-22,Customer Service,External,Failed,Lake Riley,Jacob Roach,1,693.56
42216,30-Dec-22,Technical Skills,Internal,Passed,Thorntonton,Ethan Brown,5,321.03
42217,07-Nov-22,Technical Skills,External,Incomplete,Jamieville,Becky Hebert,4,619.61
42218,18-Jan-23,Project Management,Internal,Completed,New Nathaniel,Brittany Garner,5,302.62
